,DRIVER_ID,AGE,NUMBER_OF_TRIPS,SAFETY_SCORE,REWARD_POINTS,TOTAL_MILES_DONE,MILES_IN_URBAN,MILES_IN_NIGHT,MILES DONE IN RURAL,ACCELERATION,BRAKING,CORNERING,SPEEDING,SEATBELT,DISTRACTION,NUMBER_OF_TICKETS_RECEIVED
69,1269,34,670,70,9971,329558,435837,115603,754805,14,64,65,55,44,60,3
70,1270,35,203,65,7127,871343,343458,597573,1641057,48,19,68,44,73,31,19
71,1271,20,507,52,9063,230626,441878,481525,916251,36,50,59,64,69,63,13
72,1272,28,206,52,9895,534115,539706,604408,1734320,17,23,70,2,14,14,5
73,1273,38,49,51,6276,187181,598769,510671,1051392,48,36,21,55,60,15,10
74,1274,28,104,93,8271,409679,272070,795032,1706479,17,9,72,30,53,45,5
75,1275,45,160,83,6739,613291,340137,743577,1746018,49,15,61,40,34,20,2
76,1276,33,108,69,9070,538928,182975,547030,1311818,39,41,49,69,50,30,3
77,1277,44,254,56,8792,476122,374347,726604,1574819,25,5,11,63,73,57,14
78,1278,30,484,94,5776,747549,687904,666333,2214473,18,20,42,45,71,0,4
79,1279,34,413,62,3327,399477,400035,518504,1603989,59,12,22,10,9,44,3
80,1280,21,382,48,2541,703010,454259,396109,1428224,33,57,23,38,26,30,2
81,1281,43,143,47,906,415827,262372,616753,1158732,72,36,35,40,50,45,5
82,1282,28,431,79,4190,153662,941295,531923,1536686,57,21,10,2,65,34,21
83,1283,28,424,84,7507,191550,234487,650258,1063212,59,69,36,70,43,71,7
84,1284,31,483,48,9572,648298,41279,503363,949540,28,47,50,17,67,38,2
85,1285,24,691,76,6291,193026,350127,646904,1352298,23,39,30,54,54,4,4
86,1286,25,535,61,9546,336302,571769,415950,1458602,33,51,72,26,19,25,20
87,1287,53,585,60,1711,256370,707492,808986,1634248,67,22,61,53,57,47,20
88,1288,34,867,51,473,207494,530837,437012,1352145,2,19,55,49,12,43,20
89,1289,19,534,78,2636,510137,295745,245641,897478,12,5,4,72,47,9,1
90,1290,48,704,78,3215,537583,322468,640114,1487384,67,71,9,4,30,58,13
91,1291,46,491,91,8170,236362,649103,816071,1560326,31,61,43,7,42,61,23
92,1292,29,255,87,5746,484536,453502,702753,1498980,62,8,29,15,1,54,21
93,1293,25,186,90,6520,680086,621671,585555,1967668,57,57,50,29,49,1,2
94,1294,32,986,76,5506,545991,355287,552203,1498880,46,38,45,50,2,21,2
95,1295,26,423,84,8687,655293,781125,523724,1914332,64,60,36,28,27,37,17
96,1296,42,594,56,9050,268733,647232,614824,1522391,24,13,56,41,52,11,7
97,1297,26,659,75,1229,605716,447437,334480,1624852,10,49,53,38,11,44,22
98,1298,53,50,67,7460,834039,828268,388375,2413482,41,25,24,13,71,3,2
99,1299,24,660,53,4870,661849,285930,556478,1745941,33,57,58,31,52,9,16
100,1300,34,576,49,4982,521005,481245,719263,1773242,31,14,50,47,35,40,1
101,1301,45,250,46,357,599025,296173,59934,865634,10,71,18,41,9,10,12
102,1302,27,316,75,6507,179365,297466,236639,478840,60,52,21,50,61,2,22
103,1303,29,407,83,2310,661136,649488,795528,2001472,33,13,4,9,42,28,14
104,1304,19,342,55,8348,525187,143832,432537,1144165,55,29,74,68,66,58,7
105,1305,26,977,48,9910,646073,456716,693912,1863488,63,13,59,28,60,47,3
106,1306,49,536,76,5400,30970,831205,513574,1245981,58,38,13,18,54,15,15
107,1307,50,563,89,2865,372591,136306,681112,977876,64,60,10,49,4,29,21
108,1308,34,375,53,5173,380406,331558,251852,879651,33,33,48,20,7,32,9
109,1309,45,659,58,4313,629001,617575,445387,1715583,21,3,67,21,1,55,7
110,1310,47,241,63,9269,499428,699693,669186,1919896,37,58,6,12,35,57,3
111,1311,20,680,71,8517,485604,644902,188700,1238781,64,41,10,38,71,42,6
112,1312,45,15,57,7856,38226,111686,954824,1102245,2,25,64,9,37,2,18
113,1313,45,545,65,3942,314273,115649,314818,580055,22,26,27,37,63,28,14
114,1314,23,222,61,1467,520754,85657,111225,505788,62,20,73,1,2,41,22
115,1315,46,661,78,7214,480363,542197,779824,1693371,58,27,40,48,38,47,20
116,1316,41,101,58,3226,737864,472028,623198,2133085,31,67,70,15,48,22,22
117,1317,31,146,91,7566,387457,925302,840649,2330736,38,73,4,69,64,37,3
118,1318,53,600,95,1963,357206,789182,667053,2151830,1,64,14,39,33,59,9
119,1319,44,642,93,6646,700583,916706,258006,1907640,13,31,17,33,27,55,1
120,1320,38,343,58,8999,469469,663771,142968,1189838,33,36,73,37,24,42,15
121,1321,49,719,72,8350,208895,317914,724285,1048651,70,37,13,7,30,56,22
122,1322,36,566,94,1556,575626,344920,561305,1291992,65,55,48,71,64,71,10
123,1323,31,324,91,2777,596355,562356,411690,1720600,16,18,23,24,42,68,17
124,1324,44,256,84,1520,327903,664525,615581,1593994,55,20,9,65,30,33,20
125,1325,44,170,57,7049,453282,436042,697267,1580781,44,32,68,36,2,71,9
126,1326,45,92,91,5879,490173,524975,716133,2015630,50,9,71,25,40,10,8
127,1327,29,17,46,8339,558570,663085,453146,1547104,44,66,11,23,22,16,15
128,1328,26,289,57,8830,421059,864354,460092,1530702,50,4,13,13,53,12,6
129,1329,23,103,48,8931,37369,526133,504230,902866,21,8,25,65,35,36,14
130,1330,53,381,95,3437,460193,460847,767172,1525615,69,2,19,30,4,46,13
131,1331,22,245,49,7280,317848,339337,419127,1003084,3,55,16,71,66,61,6
132,1332,51,663,51,7499,813200,310264,819508,2064374,55,28,9,30,39,8,2
133,1333,23,578,58,9685,489472,218331,559435,1424652,54,31,63,47,35,65,5
134,1334,49,512,75,8512,713066,870142,546870,2089032,70,49,39,72,8,60,1
135,1335,42,522,65,7227,609532,387632,354733,1202456,13,7,47,52,56,65,11
136,1336,53,682,97,9508,485922,718931,139831,1258648,24,61,2,73,65,62,8
137,1337,41,809,46,9340,97304,518247,106902,624809,20,63,23,9,48,58,5
138,1338,53,114,92,6484,702778,308822,321695,1347351,3,33,10,27,49,1,11
139,1339,45,41,87,712,552297,592323,839943,1883967,28,12,30,48,20,63,19
140,1340,27,976,46,7122,321806,591126,420085,1156985,30,52,42,65,12,29,1
141,1341,34,24,89,6041,484973,955727,947030,2507564,49,31,3,64,60,43,14
142,1342,38,264,81,4438,693712,584721,610972,2096468,38,56,40,59,21,55,1
143,1343,31,350,83,8709,755582,675513,415020,1918353,54,4,64,66,31,10,9
144,1344,50,293,80,6294,155718,942959,250180,1438760,70,23,64,41,63,33,23
145,1345,49,942,77,9839,387991,751550,608364,1828703,31,49,9,61,24,65,15
146,1346,33,105,51,498,438932,499570,469102,1290329,27,57,4,5,14,19,24
147,1347,52,182,93,108,236307,383853,281104,793425,18,27,30,70,41,7,19
148,1348,25,606,48,7427,497728,565995,239550,1135879,30,55,2,46,21,31,0
149,1349,22,328,83,5903,436895,707249,776192,1900516,37,32,50,4,3,30,17
150,1350,39,639,78,2266,661668,189003,639297,1454587,12,62,25,5,51,39,10
151,1351,47,169,96,6002,461300,129456,871649,1331221,14,53,10,30,67,33,17
152,1352,34,21,84,3871,503926,561001,419076,1457786,59,4,3,19,69,37,21
153,1353,35,815,50,9139,381058,490094,213169,1290961,74,1,54,34,42,3,5
154,1354,21,485,78,6886,493631,729104,561183,1963767,59,24,51,54,29,71,19
155,1355,25,707,71,3119,691690,370040,475816,1626154,2,1,66,33,43,48,7
156,1356,43,907,83,2772,270829,458674,670258,1730766,70,71,41,37,48,68,16
157,1357,44,723,82,782,576402,582545,578897,1347501,26,24,16,22,62,23,10
158,1358,42,637,93,8704,802747,713150,264608,1817063,67,24,16,62,15,6,19
159,1359,35,898,78,951,451191,471055,907305,2005961,70,48,7,52,53,32,8
160,1360,51,752,87,9876,329369,837251,489558,1839188,6,23,45,55,70,40,21
161,1361,19,328,48,899,457206,275723,233865,818002,66,26,17,60,12,16,24
162,1362,30,330,46,3562,452909,336045,516935,1395377,52,67,53,12,43,23,20
163,1363,48,697,90,6362,192809,622746,354674,1198964,25,17,68,57,70,4,20
164,1364,28,663,72,5331,754489,233328,548997,1477653,53,25,8,46,47,53,19
165,1365,29,250,79,1828,742089,398696,314693,1538151,5,56,32,44,52,39,7
166,1366,20,144,56,8682,441239,88091,40244,546960,66,39,3,37,22,30,1
167,1367,37,34,90,5193,281673,470490,690783,1557273,61,21,24,64,65,48,16
168,1368,51,748,75,2162,896483,651825,575527,2396768,48,65,58,25,74,25,14
169,1369,47,617,74,5949,343824,626319,138291,1193892,46,17,14,30,48,8,15
170,1370,28,762,46,8789,694153,382303,68665,1134593,49,40,15,10,32,53,8
171,1371,30,333,67,9679,521966,386260,402127,1187449,65,20,1,2,12,5,3
172,1372,30,320,80,2094,349091,180532,641338,1269428,27,74,35,16,6,65,24
173,1373,37,685,88,664,16380,583939,223480,710120,32,34,73,54,8,64,15
174,1374,31,964,71,7127,527190,281717,695857,1567988,52,61,9,30,39,52,4
175,1375,42,39,50,707,395292,470161,516202,1481478,13,12,39,39,23,9,6
176,1376,38,598,59,2195,550807,602347,624232,2135019,60,25,54,27,53,47,6
177,1377,41,187,70,3670,26643,305015,810201,820720,46,11,34,31,7,68,22
178,1378,50,746,56,8665,973755,706297,511490,2545407,64,51,9,26,9,27,4
179,1379,44,506,84,3813,334585,266062,951215,1793075,66,52,46,57,62,20,14
180,1380,47,168,68,2070,718734,451929,122757,1212997,17,20,55,33,31,40,18
181,1381,19,573,79,191,290306,211124,740074,1359425,25,57,45,27,56,53,21
182,1382,46,651,95,4793,309699,239225,258600,587015,40,49,74,22,25,30,10
183,1383,39,812,70,9716,405738,783770,632014,1819078,70,29,7,37,65,48,4
184,1384,48,467,90,2988,423499,375459,289336,979820,45,58,50,74,13,57,11
185,1385,34,57,54,6474,454102,206901,152438,852731,32,46,58,4,7,51,18
186,1386,18,882,51,7491,318683,319402,556291,1536662,46,56,71,58,70,22,1
187,1387,39,829,58,9956,749249,170180,461668,1335329,52,69,49,64,5,26,1
188,1388,49,525,54,9388,847773,923479,791176,2707277,71,31,16,44,71,31,8
189,1389,31,682,78,9086,866665,294950,7811,672768,72,47,69,27,8,68,6
190,1390,44,893,76,824,593447,144296,623697,1165964,53,13,66,69,60,4,23
191,1391,51,237,66,4030,478391,66084,70064,223125,1,44,68,70,20,46,3
192,1392,35,88,81,4552,898433,270135,15912,977879,13,22,65,16,22,6,15
193,1393,37,544,70,4980,261455,240250,271229,744966,59,15,12,5,8,15,22
194,1394,30,397,91,3265,547606,539644,555387,1672314,73,32,33,60,73,0,14
195,1395,28,907,61,9777,164530,600723,554329,1514391,59,69,16,46,41,63,22
196,1396,46,255,66,9527,399045,344741,540783,1275798,62,20,71,48,33,6,14
197,1397,32,183,59,1259,792737,724237,408576,2054204,40,27,38,60,62,15,2
198,1398,51,483,92,5681,237541,599092,765495,1814037,20,10,23,39,2,65,13
199,1399,29,128,51,5278,502306,589989,664773,1547085,69,29,63,15,31,24,21
200,1400,53,476,95,8320,588455,985113,791458,2693534,44,30,42,57,39,36,6
201,1401,35,746,74,5577,652704,584114,32611,1064749,56,55,19,34,53,69,12
202,1402,33,280,96,8324,832239,435915,787385,1921365,69,35,1,59,55,13,7
203,1403,43,974,95,5745,436252,394836,879939,1964188,52,62,9,46,68,39,0
204,1404,50,386,92,7025,604941,614433,688022,1512626,11,49,1,71,29,29,9
205,1405,18,317,69,2762,417602,709094,743627,1852064,58,43,62,17,56,59,5
206,1406,25,950,53,4130,401043,284211,753944,1384650,74,70,55,34,0,52,17
207,1407,33,218,72,57,742800,29561,398756,1184307,50,45,66,19,39,18,7
208,1408,22,151,79,7197,290113,739356,285498,1563867,2,33,74,16,68,1,20
209,1409,20,649,97,5799,263599,519725,624560,1513402,69,57,13,64,12,13,1
210,1410,38,890,48,6616,413079,628902,28996,853615,66,6,47,34,73,63,6
211,1411,24,123,49,8024,269343,536916,458256,1238063,4,17,64,15,42,54,21
212,1412,44,457,52,9285,802649,984332,823771,2733514,52,22,24,29,35,46,9
213,1413,50,791,91,5019,360033,472290,119852,787426,55,56,27,59,34,63,24
214,1414,21,695,54,3837,467987,59486,519492,1139814,20,67,41,27,12,36,8
215,1415,19,22,47,977,683919,816605,982759,2704003,61,11,38,29,49,27,15
216,1416,42,937,54,7289,718630,361089,346160,1249806,49,33,11,72,47,72,8
217,1417,48,979,66,9289,550054,616134,629639,1740442,12,12,14,12,33,44,17
218,1418,35,188,92,389,376196,268241,425806,895447,25,63,56,50,10,72,21
219,1419,34,867,51,494,798271,505657,723562,1936750,68,2,60,63,20,27,12
220,1420,44,65,55,4949,464618,570052,505946,1620168,9,25,14,46,61,39,1
221,1421,41,635,90,132,549775,638980,650053,1694868,34,25,9,71,41,11,21
222,1422,27,28,50,9567,214322,334537,76451,375438,33,19,53,43,40,37,21
223,1423,46,835,85,6969,253569,245354,308532,634995,43,21,48,34,38,13,10
224,1424,53,807,94,8114,917169,877479,467201,2345601,53,52,6,55,51,19,7
225,1425,43,121,73,7604,463538,550976,751823,1865258,31,22,11,58,69,46,22
226,1426,22,616,90,4957,427003,350310,525116,1260149,11,73,63,55,37,67,21
227,1427,33,592,91,1966,511759,696266,938265,2208672,12,62,2,28,42,64,22
228,1428,32,503,63,2987,344145,931249,617692,1988772,34,25,58,10,22,34,10
229,1429,43,507,75,1474,955846,121308,263085,1321468,38,3,37,49,21,39,24
230,1430,28,386,66,3410,600740,225781,576663,1408160,50,47,39,26,44,62,4
231,1431,50,379,78,6472,531898,402335,657949,1643993,29,11,23,61,72,64,9
232,1432,50,243,85,2363,570829,342814,546020,1299694,4,14,61,16,58,55,13
233,1433,22,770,66,8333,599960,427762,535088,1721274,50,15,28,28,51,70,2
234,1434,21,693,60,5354,448217,392921,448611,1421838,20,23,53,58,64,26,9
235,1435,19,754,51,7886,307112,552230,385726,1183350,13,55,53,65,14,63,0
236,1436,19,126,91,5524,362500,575168,756787,1889465,1,54,5,65,56,34,21
237,1437,49,716,49,3287,813958,292033,409205,1681269,64,3,66,32,49,34,3
238,1438,24,250,64,6665,403427,317930,658474,1830455,61,52,37,69,27,53,3
239,1439,24,477,95,5616,628976,187318,374546,1073792,29,69,23,29,50,50,23
240,1440,43,620,60,6658,944053,683790,655537,2323987,72,3,63,70,45,60,22
241,1441,43,924,62,8307,288251,481916,353731,913205,57,24,54,52,7,72,16
242,1442,43,675,52,8168,702000,617861,754980,1949064,63,3,1,74,48,4,1
243,1443,33,341,65,3486,782871,517572,513526,1770547,72,46,3,8,4,8,22
244,1444,53,891,53,1871,338637,397868,374770,805706,7,34,71,19,60,38,16
245,1445,49,653,72,9705,624164,314813,364974,1131034,19,74,1,11,15,60,7
246,1446,44,708,57,6834,324124,458626,446154,1217823,46,73,19,2,5,66,15
247,1447,25,615,69,1106,900169,863345,451216,2395089,34,25,37,15,33,7,10
248,1448,51,364,97,2997,682497,455923,871392,2224534,27,30,12,31,30,11,20
249,1449,36,77,74,4613,568114,524029,647522,1948847,65,16,66,33,25,12,5
250,1450,35,100,90,9139,550660,628236,815013,2017884,38,49,52,14,68,36,24
251,1451,21,26,55,112,382434,638934,553584,1736206,27,60,54,41,38,19,3
252,1452,36,32,64,4666,488609,836744,922130,2348144,54,0,2,59,42,16,21
253,1453,43,726,52,3966,689279,851357,546447,2188062,15,19,17,11,50,39,24
254,1454,53,486,78,4334,286499,198866,43521,360077,32,13,57,44,57,16,22
255,1455,43,507,66,9126,517109,943844,382061,1807045,72,3,35,68,27,44,20
256,1456,42,478,74,5862,352833,616499,582228,1514189,27,35,12,49,52,52,16
257,1457,25,220,88,146,707348,555046,520310,1886734,36,43,38,65,2,69,20
258,1458,31,257,87,816,608758,296223,535501,1423849,8,15,46,25,59,6,1
259,1459,42,450,70,5748,320802,632789,876721,1795484,11,33,23,4,37,44,10
260,1460,43,984,64,2472,810470,206160,92297,1112418,0,34,70,29,38,55,1
261,1461,37,966,53,8910,607211,602375,795210,2062239,60,29,6,66,51,48,6
262,1462,38,92,97,6739,109023,334429,687301,1171969,5,71,64,2,51,34,21
263,1463,44,803,75,6812,294351,452075,306891,641791,59,31,2,61,41,63,11
264,1464,34,896,46,3936,448926,561579,878461,1930164,54,26,64,38,5,53,10
265,1465,18,865,77,8850,522883,156229,563882,1384914,27,55,30,47,30,68,17
266,1466,48,248,87,3889,270207,362841,353600,1101552,38,25,64,8,15,6,23
267,1467,20,623,53,8163,372361,255778,124909,760448,53,59,21,63,46,72,20
268,1468,49,778,84,3599,735983,985407,241184,2322587,37,25,37,60,10,55,0
269,1469,18,550,53,5352,703494,611559,243574,1720441,48,72,70,49,43,24,0
270,1470,26,554,94,5986,684403,847334,659792,2285042,18,28,34,36,46,35,8
271,1471,27,239,87,5845,93838,56920,662254,565897,17,42,57,55,38,5,6
272,1472,19,330,49,9620,290956,456681,803853,1496178,60,40,69,65,13,72,18
273,1473,50,114,80,7886,108466,360566,665075,1076239,10,55,39,64,57,41,12
274,1474,54,597,89,2175,469387,494030,370676,1209362,1,61,12,14,42,60,2
275,1475,41,621,55,2643,450730,157329,404743,880270,57,58,36,37,6,3,11
276,1476,37,539,65,1041,833516,706310,903915,2655701,68,24,53,29,54,12,2
277,1477,52,665,76,2625,659037,608536,188225,1351740,51,40,55,23,66,34,6
278,1478,22,628,83,134,204527,429061,652383,1305606,15,55,59,44,36,61,19
279,1479,54,114,86,1853,297721,673724,720663,1787366,54,30,39,68,37,8,22
280,1480,28,549,56,6641,631859,220040,612025,1691535,5,26,53,3,32,2,6
281,1481,44,758,78,4212,617550,268087,711128,1390051,64,57,7,33,51,19,8
282,1482,26,976,57,8470,436005,474891,644891,1661370,66,26,16,11,65,14,22
283,1483,38,559,94,3467,563790,444113,769160,1919029,63,24,34,59,41,22,14
284,1484,31,795,62,2092,581812,566225,809794,2128917,6,58,23,57,66,14,16
285,1485,19,509,51,4043,837575,534398,877609,2392664,64,19,0,69,46,28,9
286,1486,51,569,56,4548,535512,379845,379287,1226323,35,26,15,51,18,35,22
287,1487,24,909,57,9972,917879,848725,714950,2685222,63,32,25,49,68,30,2
288,1488,31,813,47,2940,659367,594489,697891,1907725,25,14,24,0,38,33,15
289,1489,36,373,69,5503,576083,69133,393850,881087,22,36,12,38,42,49,11
290,1490,33,501,88,2963,584444,572492,547388,1833963,38,37,52,29,23,57,17
291,1491,47,352,81,6698,425229,574806,596355,1769901,13,23,31,44,71,5,15
292,1492,27,210,75,9246,541208,444100,489919,1547048,55,29,68,7,52,57,20
293,1493,41,93,89,7683,458580,731453,767479,2103938,47,1,58,29,51,0,17
294,1494,26,668,66,2965,593610,566171,660187,1750099,47,6,37,53,20,53,22
295,1495,29,341,50,4554,930451,349579,230898,1373613,29,29,47,69,30,15,7
296,1496,47,320,62,8356,771770,395231,307285,1272034,72,61,62,33,33,20,9
297,1497,27,919,61,648,410631,919135,803021,2473019,36,73,70,12,21,53,14
298,1498,32,456,69,7426,447378,349067,267079,1020317,47,62,47,68,66,42,19
299,1499,38,905,61,6773,361863,499801,836912,1898571,36,17,28,34,20,55,7
300,1500,33,125,46,2172,753380,534595,560520,1893651,35,36,69,35,54,36,21
301,1501,39,950,52,6429,384071,434651,587347,1187865,62,19,51,41,11,2,20
302,1502,22,158,58,7426,454893,228627,111200,593612,41,46,68,29,44,50,13
303,1503,54,852,51,8517,152205,600743,251286,575060,61,0,37,3,13,35,15
304,1504,37,877,87,4897,839532,379051,382293,1496079,61,64,18,20,38,57,22
305,1505,45,726,70,5042,459481,433579,551905,1549896,35,65,17,55,60,71,7
306,1506,25,305,96,8365,485861,444688,518229,1384423,46,9,44,37,17,56,18
307,1507,25,706,76,3483,695168,297104,555297,1552493,63,46,32,70,65,13,16
308,1508,51,248,64,6628,580364,802851,657811,2162349,8,2,30,64,44,48,11
309,1509,39,268,50,2751,760413,625828,607669,1836850,55,14,21,59,0,5,11
310,1510,20,902,46,9254,399334,170174,383957,545489,72,69,41,25,37,65,21
311,1511,39,830,65,6099,796645,727538,647269,2281865,55,7,32,70,72,2,4
312,1512,43,540,91,598,673514,929280,554850,2399073,7,45,68,8,38,16,7
313,1513,43,509,76,8020,581978,661018,490622,1720635,55,38,32,54,68,35,18
314,1514,29,280,97,4589,560755,785700,673277,1753941,69,16,56,61,20,2,23
315,1515,33,666,66,9703,918393,559567,585055,1978188,49,58,35,39,73,52,8
316,1516,32,819,82,4743,718597,631296,683546,1914858,14,60,35,50,31,51,17
317,1517,41,598,88,2318,665419,573029,770570,2185789,49,58,48,48,62,16,22
318,1518,53,436,67,1770,675068,361209,590591,1522154,35,22,24,49,27,28,23
319,1519,32,798,59,8927,496754,244009,586828,1198462,60,44,3,35,39,64,14
320,1520,22,408,61,8527,635283,906882,204559,1581588,16,25,33,62,48,12,6
321,1521,25,925,88,3061,721688,527509,585283,1809970,44,21,73,23,62,57,15
322,1522,40,604,92,9395,813479,135720,784626,1798166,14,49,30,39,65,16,21
323,1523,40,931,86,2733,388720,20286,377072,503069,51,16,22,72,7,18,20
324,1524,42,984,49,7547,159736,288445,625577,832786,43,45,39,58,32,69,13
325,1525,26,823,66,4897,378658,370804,670097,1360575,1,9,7,28,24,35,16
326,1526,43,547,50,8968,249143,635149,338885,1179000,27,23,23,25,47,32,3
327,1527,19,222,60,5054,525094,817223,838435,2172132,44,12,28,61,22,5,12
328,1528,30,668,51,9924,26280,762097,594999,1438558,54,37,56,44,33,21,5
329,1529,30,458,47,2662,465237,621076,532134,1544777,28,45,66,2,2,42,6
330,1530,47,817,87,9471,455376,433156,879043,1681203,11,63,44,23,47,13,2
331,1531,42,476,85,2521,482536,679032,218853,1177293,20,62,33,27,2,40,14
332,1532,50,872,82,2658,828495,336705,469790,1792824,34,65,22,26,23,19,14
333,1533,36,23,82,2175,621856,548418,472993,1484456,71,18,10,17,13,54,19
334,1534,21,866,47,5788,109854,93571,161731,281486,33,37,37,30,63,42,22
